FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
36,1.44
42,1.68
48,1.92
60,2.40
66,2.64
72,2.88
78,3.12
84,3.36
90,3.60
102,4.08
114,4.56
126,5.04
222,8.88
330,13.20
336,13.44
342,13.68
348,13.92
354,14.16
360,14.40
366,14.64
372,14.88
378,15.12
384,15.36
396,15.84
402,16.08
408,16.32
426,17.04
456,18.24
492,19.68
522,20.88
528,21.12
534,21.36
552,22.08
588,23.52
612,24.48
618,24.72
630,25.20
648,25.92
654,26.16
660,26.40
672,26.88
678,27.12
702,28.08
708,28.32
738,29.52
756,30.24
774,30.96
780,31.20
792,31.68
798,31.92
804,32.16
810,32.40
816,32.64
822,32.88
828,33.12
834,33.36
846,33.84
852,34.08
858,34.32
864,34.56
870,34.80
876,35.04
882,35.28
888,35.52
894,35.76
900,36.00
906,36.24
912,36.48
918,36.72
924,36.96
930,37.20
936,37.44
942,37.68
948,37.92
954,38.16
966,38.64
972,38.88
978,39.12
1086,43.44
1122,44.88
1134,45.36
1140,45.60
1152,46.08
1176,47.04
1182,47.28
1188,47.52
1194,47.76
1230,49.20
1338,53.52
1566,62.64
1650,66.00
1770,70.80
1824,72.96
1836,73.44
1878,75.12
1884,75.36
1896,75.84
1920,76.80
1944,77.76
1962,78.48
1998,79.92
2052,82.08
2076,83.04
2082,83.28
2094,83.76
2106,84.24
2112,84.48
2118,84.72
2124,84.96
2130,85.20
2142,85.68
2148,85.92
2154,86.16
2160,86.40
2172,86.88
2208,88.32
2220,88.80
2256,90.24
2274,90.96
2328,93.12
2340,93.60
2418,96.72
2442,97.68
2478,99.12
2532,101.28
2550,102.00
2568,102.72
2610,104.40
2634,105.36
2646,105.84
2652,106.08
2712,108.48
2724,108.96
2790,111.60
2796,111.84
2802,112.08
2808,112.32
2814,112.56
2820,112.80
2832,113.28
2838,113.52
2850,114.00
2856,114.24
2862,114.48
2892,115.68
2898,115.92
2910,116.40
2928,117.12
2934,117.36
2940,117.60
2946,117.84
2952,118.08
2958,118.32
2964,118.56
2970,118.80
2976,119.04
2982,119.28
2994,119.76
3024,120.96
3042,121.68
3054,122.16
3090,123.60
3096,123.84
3102,124.08
3108,124.32
3114,124.56
3120,124.80
3126,125.04
3168,126.72
3246,129.84
3264,130.56
