FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
48,1.92
54,2.16
60,2.40
66,2.64
78,3.12
84,3.36
90,3.60
96,3.84
102,4.08
108,4.32
114,4.56
120,4.80
126,5.04
132,5.28
156,6.24
192,7.68
324,12.96
366,14.64
372,14.88
378,15.12
384,15.36
390,15.60
396,15.84
402,16.08
408,16.32
420,16.80
426,17.04
432,17.28
450,18.00
462,18.48
474,18.96
510,20.40
546,21.84
552,22.08
558,22.32
564,22.56
576,23.04
600,24.00
612,24.48
642,25.68
666,26.64
672,26.88
678,27.12
684,27.36
690,27.60
696,27.84
702,28.08
714,28.56
720,28.80
732,29.28
744,29.76
756,30.24
768,30.72
774,30.96
780,31.20
786,31.44
792,31.68
798,31.92
804,32.16
810,32.40
816,32.64
822,32.88
840,33.60
846,33.84
942,37.68
954,38.16
972,38.88
984,39.36
1002,40.08
1014,40.56
1020,40.80
1026,41.04
1044,41.76
1074,42.96
1110,44.40
1176,47.04
1182,47.28
1194,47.76
1200,48.00
1206,48.24
1218,48.72
1224,48.96
1230,49.20
1236,49.44
1242,49.68
1248,49.92
1254,50.16
1260,50.40
1266,50.64
1272,50.88
1284,51.36
1296,51.84
1314,52.56
1350,54.00
1368,54.72
1386,55.44
1392,55.68
1452,58.08
1500,60.00
1512,60.48
1542,61.68
1572,62.88
1578,63.12
1590,63.60
1626,65.04
1668,66.72
1728,69.12
1734,69.36
1740,69.60
1758,70.32
1782,71.28
1830,73.20
1872,74.88
1920,76.80
1932,77.28
1992,79.68
2058,82.32
2094,83.76
2130,85.20
2184,87.36
2514,100.56
2550,102.00
2556,102.24
2568,102.72
2610,104.40
2640,105.60
2658,106.32
2700,108.00
2724,108.96
2742,109.68
2796,111.84
2802,112.08
2808,112.32
2814,112.56
2820,112.80
2826,113.04
2832,113.28
2856,114.24
2910,116.40
2916,116.64
2922,116.88
2928,117.12
2946,117.84
2952,118.08
2958,118.32
2976,119.04
2988,119.52
3012,120.48
3042,121.68
3060,122.40
3072,122.88
3084,123.36
3090,123.60
3114,124.56
3144,125.76
3150,126.00
3162,126.48
3168,126.72
3174,126.96
3180,127.20
3186,127.44
3192,127.68
3198,127.92
3204,128.16
3210,128.40
3216,128.64
3228,129.12
3240,129.60
3246,129.84
3252,130.08
