FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
36,1.44
42,1.68
48,1.92
54,2.16
60,2.40
66,2.64
78,3.12
84,3.36
90,3.60
96,3.84
102,4.08
108,4.32
114,4.56
126,5.04
132,5.28
180,7.20
330,13.20
342,13.68
348,13.92
354,14.16
360,14.40
366,14.64
372,14.88
378,15.12
384,15.36
396,15.84
402,16.08
408,16.32
426,17.04
456,18.24
486,19.44
498,19.92
522,20.88
528,21.12
534,21.36
546,21.84
552,22.08
558,22.32
576,23.04
600,24.00
624,24.96
648,25.92
654,26.16
660,26.40
666,26.64
672,26.88
678,27.12
684,27.36
690,27.60
696,27.84
702,28.08
708,28.32
714,28.56
720,28.80
732,29.28
744,29.76
762,30.48
768,30.72
774,30.96
780,31.20
786,31.44
792,31.68
798,31.92
810,32.40
828,33.12
1146,45.84
1236,49.44
1242,49.68
1248,49.92
1278,51.12
1284,51.36
1314,52.56
1350,54.00
1458,58.32
1464,58.56
1470,58.80
1494,59.76
1500,60.00
1524,60.96
1530,61.20
1548,61.92
1578,63.12
1584,63.36
1626,65.04
1662,66.48
1782,71.28
1794,71.76
1806,72.24
1872,74.88
1944,77.76
1950,78.00
2070,82.80
2124,84.96
2154,86.16
2220,88.80
2334,93.36
2496,99.84
2502,100.08
2508,100.32
2514,100.56
2532,101.28
2544,101.76
2550,102.00
2562,102.48
2580,103.20
2586,103.44
2592,103.68
2604,104.16
2616,104.64
2622,104.88
2646,105.84
2664,106.56
2670,106.80
2676,107.04
2682,107.28
2688,107.52
2694,107.76
2712,108.48
2724,108.96
2742,109.68
2754,110.16
2760,110.40
2820,112.80
2826,113.04
2832,113.28
2844,113.76
2856,114.24
2868,114.72
2880,115.20
2892,115.68
2958,118.32
2964,118.56
2970,118.80
2976,119.04
2982,119.28
2988,119.52
2994,119.76
3000,120.00
3006,120.24
3018,120.72
3024,120.96
3030,121.20
3036,121.44
3042,121.68
3048,121.92
3054,122.16
3060,122.40
3066,122.64
3072,122.88
3078,123.12
3084,123.36
3090,123.60
3096,123.84
3102,124.08
3108,124.32
3114,124.56
3120,124.80
3126,125.04
3132,125.28
3144,125.76
3150,126.00
3162,126.48
3174,126.96
3180,127.20
3186,127.44
3198,127.92
3210,128.40
3216,128.64
3222,128.88
