FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
30,1.20
36,1.44
42,1.68
48,1.92
54,2.16
66,2.64
78,3.12
84,3.36
90,3.60
96,3.84
102,4.08
108,4.32
120,4.80
150,6.00
264,10.56
396,15.84
402,16.08
408,16.32
414,16.56
420,16.80
426,17.04
432,17.28
438,17.52
444,17.76
456,18.24
462,18.48
474,18.96
480,19.20
486,19.44
492,19.68
498,19.92
504,20.16
510,20.40
516,20.64
540,21.60
558,22.32
582,23.28
588,23.52
594,23.76
618,24.72
648,25.92
678,27.12
690,27.60
702,28.08
708,28.32
714,28.56
738,29.52
774,30.96
786,31.44
792,31.68
798,31.92
804,32.16
822,32.88
834,33.36
840,33.60
852,34.08
858,34.32
864,34.56
870,34.80
900,36.00
912,36.48
948,37.92
972,38.88
978,39.12
984,39.36
990,39.60
996,39.84
1002,40.08
1008,40.32
1014,40.56
1032,41.28
1080,43.20
1086,43.44
1098,43.92
1110,44.40
1128,45.12
1134,45.36
1140,45.60
1146,45.84
1266,50.64
1380,55.20
1542,61.68
1548,61.92
1554,62.16
1560,62.40
1614,64.56
1626,65.04
1644,65.76
1698,67.92
1722,68.88
1728,69.12
1758,70.32
1776,71.04
1788,71.52
1812,72.48
1818,72.72
1884,75.36
1896,75.84
1962,78.48
1974,78.96
2004,80.16
2034,81.36
2058,82.32
2064,82.56
2094,83.76
2154,86.16
2190,87.60
2232,89.28
2238,89.52
2256,90.24
2268,90.72
2292,91.68
2304,92.16
2316,92.64
2322,92.88
2358,94.32
2418,96.72
2436,97.44
2448,97.92
2454,98.16
2460,98.40
2466,98.64
2472,98.88
2514,100.56
2574,102.96
2580,103.20
2586,103.44
2592,103.68
2610,104.40
2622,104.88
2634,105.36
2646,105.84
2652,106.08
2658,106.32
2694,107.76
2736,109.44
2766,110.64
2796,111.84
2802,112.08
2808,112.32
2814,112.56
2820,112.80
2826,113.04
2832,113.28
2838,113.52
2844,113.76
2850,114.00
2856,114.24
2862,114.48
2868,114.72
2898,115.92
2928,117.12
2934,117.36
2940,117.60
2946,117.84
2952,118.08
2958,118.32
2964,118.56
2970,118.80
2976,119.04
2982,119.28
2988,119.52
2994,119.76
3000,120.00
3006,120.24
3048,121.92
3084,123.36
3432,137.28
3438,137.52
3444,137.76
