FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
42,1.68
48,1.92
54,2.16
60,2.40
66,2.64
90,3.60
96,3.84
108,4.32
114,4.56
120,4.80
126,5.04
132,5.28
138,5.52
156,6.24
198,7.92
300,12.00
438,17.52
462,18.48
480,19.20
486,19.44
492,19.68
498,19.92
504,20.16
510,20.40
516,20.64
522,20.88
528,21.12
540,21.60
546,21.84
552,22.08
570,22.80
600,24.00
636,25.44
666,26.64
672,26.88
678,27.12
696,27.84
732,29.28
750,30.00
762,30.48
792,31.68
798,31.92
822,32.88
852,34.08
882,35.28
918,36.72
924,36.96
948,37.92
978,39.12
1008,40.32
1038,41.52
1056,42.24
1062,42.48
1068,42.72
1074,42.96
1080,43.20
1086,43.44
1092,43.68
1098,43.92
1110,44.40
1122,44.88
1314,52.56
1368,54.72
1422,56.88
1434,57.36
1446,57.84
1458,58.32
1470,58.80
1488,59.52
1494,59.76
1506,60.24
1626,65.04
1632,65.28
1638,65.52
1644,65.76
1650,66.00
1668,66.72
1674,66.96
1692,67.68
1704,68.16
1722,68.88
1728,69.12
1734,69.36
1740,69.60
1764,70.56
1800,72.00
1812,72.48
1818,72.72
1836,73.44
1872,74.88
1908,76.32
1938,77.52
1986,79.44
2028,81.12
2064,82.56
2124,84.96
2136,85.44
2142,85.68
2154,86.16
2160,86.40
2166,86.64
2178,87.12
2184,87.36
2190,87.60
2196,87.84
2208,88.32
2214,88.56
2232,89.28
2238,89.52
2244,89.76
2334,93.36
2340,93.60
2346,93.84
2352,94.08
2364,94.56
2382,95.28
2388,95.52
2406,96.24
2424,96.96
2430,97.20
2442,97.68
2448,97.92
2454,98.16
2460,98.40
2466,98.64
2472,98.88
2478,99.12
2484,99.36
2490,99.60
2496,99.84
2502,100.08
2514,100.56
2520,100.80
2526,101.04
2532,101.28
2538,101.52
2544,101.76
2550,102.00
2556,102.24
2562,102.48
2568,102.72
2574,102.96
2580,103.20
2592,103.68
2604,104.16
2610,104.40
2616,104.64
2628,105.12
2634,105.36
2640,105.60
2652,106.08
2670,106.80
2694,107.76
2706,108.24
2742,109.68
2826,113.04
2856,114.24
2868,114.72
2916,116.64
2958,118.32
2976,119.04
2982,119.28
2988,119.52
2994,119.76
3000,120.00
3006,120.24
3012,120.48
