FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
30,1.20
36,1.44
42,1.68
48,1.92
54,2.16
78,3.12
90,3.60
96,3.84
102,4.08
114,4.56
120,4.80
126,5.04
138,5.52
162,6.48
264,10.56
282,11.28
294,11.76
330,13.20
336,13.44
342,13.68
348,13.92
354,14.16
360,14.40
366,14.64
372,14.88
378,15.12
384,15.36
390,15.60
402,16.08
408,16.32
414,16.56
426,17.04
438,17.52
444,17.76
456,18.24
480,19.20
486,19.44
498,19.92
504,20.16
510,20.40
516,20.64
522,20.88
528,21.12
534,21.36
540,21.60
552,22.08
576,23.04
582,23.28
594,23.76
600,24.00
606,24.24
612,24.48
618,24.72
624,24.96
642,25.68
654,26.16
660,26.40
666,26.64
672,26.88
678,27.12
684,27.36
702,28.08
708,28.32
732,29.28
756,30.24
774,30.96
780,31.20
786,31.44
804,32.16
828,33.12
858,34.32
864,34.56
870,34.80
876,35.04
882,35.28
912,36.48
918,36.72
924,36.96
930,37.20
936,37.44
942,37.68
948,37.92
954,38.16
960,38.40
984,39.36
1260,50.40
1284,51.36
1296,51.84
1308,52.32
1314,52.56
1320,52.80
1332,53.28
1338,53.52
1350,54.00
1398,55.92
1434,57.36
1440,57.60
1446,57.84
1452,58.08
1458,58.32
1464,58.56
1470,58.80
1476,59.04
1482,59.28
1500,60.00
1530,61.20
1548,61.92
1560,62.40
1572,62.88
1590,63.60
1596,63.84
1608,64.32
1614,64.56
1620,64.80
1626,65.04
1632,65.28
1638,65.52
1644,65.76
1656,66.24
1662,66.48
1668,66.72
1674,66.96
1686,67.44
1716,68.64
1740,69.60
1770,70.80
1776,71.04
1782,71.28
1788,71.52
1794,71.76
1800,72.00
1806,72.24
1812,72.48
1818,72.72
1836,73.44
1842,73.68
1854,74.16
1866,74.64
1878,75.12
1896,75.84
1932,77.28
1998,79.92
2004,80.16
2046,81.84
2058,82.32
2064,82.56
2076,83.04
2100,84.00
2118,84.72
2154,86.16
2166,86.64
2178,87.12
2196,87.84
2220,88.80
2274,90.96
2280,91.20
2286,91.44
2292,91.68
2298,91.92
2304,92.16
2310,92.40
2316,92.64
2322,92.88
2328,93.12
2334,93.36
2340,93.60
2346,93.84
2352,94.08
2370,94.80
2388,95.52
2412,96.48
2508,100.32
2556,102.24
