FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
30,1.20
36,1.44
42,1.68
48,1.92
60,2.40
66,2.64
72,2.88
78,3.12
84,3.36
90,3.60
96,3.84
102,4.08
120,4.80
252,10.08
258,10.32
312,12.48
318,12.72
324,12.96
330,13.20
336,13.44
342,13.68
348,13.92
354,14.16
360,14.40
372,14.88
378,15.12
384,15.36
402,16.08
414,16.56
420,16.80
426,17.04
432,17.28
462,18.48
474,18.96
498,19.92
504,20.16
510,20.40
522,20.88
528,21.12
558,22.32
588,23.52
594,23.76
600,24.00
606,24.24
612,24.48
618,24.72
624,24.96
630,25.20
636,25.44
642,25.68
654,26.16
684,27.36
714,28.56
744,29.76
750,30.00
756,30.24
762,30.48
768,30.72
774,30.96
792,31.68
798,31.92
888,35.52
1182,47.28
1242,49.68
1272,50.88
1302,52.08
1314,52.56
1362,54.48
1404,56.16
1434,57.36
1470,58.80
1524,60.96
1566,62.64
1590,63.60
1602,64.08
1614,64.56
1632,65.28
1638,65.52
1668,66.72
1674,66.96
1680,67.20
1686,67.44
1752,70.08
1770,70.80
1776,71.04
1818,72.72
1830,73.20
1848,73.92
1854,74.16
1860,74.40
1878,75.12
1884,75.36
1914,76.56
1956,78.24
1992,79.68
2022,80.88
2052,82.08
2148,85.92
2226,89.04
2268,90.72
2316,92.64
2322,92.88
2328,93.12
2346,93.84
2352,94.08
2388,95.52
2406,96.24
2412,96.48
2418,96.72
2508,100.32
2538,101.52
2544,101.76
2574,102.96
2580,103.20
2598,103.92
2610,104.40
2640,105.60
2694,107.76
2700,108.00
2712,108.48
2718,108.72
2724,108.96
2730,109.20
2736,109.44
2742,109.68
2754,110.16
2766,110.64
2784,111.36
2790,111.60
2850,114.00
2874,114.96
2904,116.16
2916,116.64
3030,121.20
3348,133.92
3378,135.12
3396,135.84
3420,136.80
3450,138.00
3492,139.68
3498,139.92
3522,140.88
3534,141.36
3540,141.60
3546,141.84
3552,142.08
3558,142.32
3564,142.56
3570,142.80
3582,143.28
3588,143.52
3594,143.76
3600,144.00
3606,144.24
3618,144.72
3624,144.96
3636,145.44
3642,145.68
3648,145.92
3660,146.40
3666,146.64
3672,146.88
3684,147.36
3696,147.84
3702,148.08
3726,149.04
3732,149.28
3738,149.52
3750,150.00
