FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
60,2.40
66,2.64
72,2.88
90,3.60
96,3.84
102,4.08
108,4.32
114,4.56
120,4.80
126,5.04
132,5.28
162,6.48
300,12.00
324,12.96
330,13.20
336,13.44
342,13.68
348,13.92
354,14.16
360,14.40
366,14.64
372,14.88
378,15.12
384,15.36
390,15.60
426,17.04
462,18.48
504,20.16
510,20.40
516,20.64
522,20.88
528,21.12
534,21.36
540,21.60
546,21.84
552,22.08
558,22.32
576,23.04
606,24.24
618,24.72
630,25.20
636,25.44
642,25.68
648,25.92
654,26.16
660,26.40
666,26.64
672,26.88
678,27.12
684,27.36
690,27.60
696,27.84
702,28.08
708,28.32
714,28.56
720,28.80
726,29.04
732,29.28
738,29.52
744,29.76
750,30.00
756,30.24
762,30.48
768,30.72
774,30.96
780,31.20
786,31.44
798,31.92
804,32.16
1152,46.08
1164,46.56
1176,47.04
1188,47.52
1194,47.76
1200,48.00
1206,48.24
1218,48.72
1224,48.96
1290,51.60
1326,53.04
1356,54.24
1386,55.44
1404,56.16
1410,56.40
1416,56.64
1422,56.88
1428,57.12
1434,57.36
1440,57.60
1446,57.84
1452,58.08
1500,60.00
1512,60.48
1518,60.72
1524,60.96
1530,61.20
1536,61.44
1548,61.92
1560,62.40
1584,63.36
1602,64.08
1614,64.56
1620,64.80
1662,66.48
1740,69.60
1746,69.84
1764,70.56
1830,73.20
1878,75.12
1884,75.36
1890,75.60
1914,76.56
1926,77.04
1962,78.48
1968,78.72
1974,78.96
2010,80.40
2052,82.08
2130,85.20
2148,85.92
2190,87.60
2244,89.76
2250,90.00
2262,90.48
2280,91.20
2286,91.44
2298,91.92
2328,93.12
2352,94.08
2364,94.56
2394,95.76
2478,99.12
2508,100.32
2532,101.28
2544,101.76
2550,102.00
2556,102.24
2562,102.48
2568,102.72
2586,103.44
2598,103.92
2604,104.16
2616,104.64
2622,104.88
2628,105.12
2634,105.36
2646,105.84
2652,106.08
2658,106.32
2664,106.56
2724,108.96
2754,110.16
2796,111.84
2838,113.52
2880,115.20
2916,116.64
2922,116.88
3018,120.72
3060,122.40
3144,125.76
3180,127.20
3204,128.16
3264,130.56
3318,132.72
3354,134.16
3378,135.12
3390,135.60
3444,137.76
3510,140.40
3558,142.32
