FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
48,1.92
54,2.16
72,2.88
96,3.84
108,4.32
114,4.56
120,4.80
132,5.28
138,5.52
150,6.00
174,6.96
318,12.72
528,21.12
534,21.36
540,21.60
546,21.84
552,22.08
558,22.32
564,22.56
570,22.80
576,23.04
588,23.52
594,23.76
600,24.00
606,24.24
630,25.20
672,26.88
720,28.80
726,29.04
750,30.00
780,31.20
810,32.40
822,32.88
828,33.12
834,33.36
840,33.60
846,33.84
852,34.08
858,34.32
888,35.52
924,36.96
936,37.44
942,37.68
948,37.92
954,38.16
960,38.40
966,38.64
984,39.36
1008,40.32
1014,40.56
1464,58.56
1518,60.72
1536,61.44
1572,62.88
1578,63.12
1584,63.36
1596,63.84
1602,64.08
1650,66.00
1686,67.44
1698,67.92
1704,68.16
1758,70.32
1764,70.56
1812,72.48
1842,73.68
1854,74.16
1878,75.12
1890,75.60
1902,76.08
1908,76.32
1914,76.56
1920,76.80
1926,77.04
1932,77.28
1938,77.52
1944,77.76
1950,78.00
1956,78.24
1962,78.48
1974,78.96
2022,80.88
2052,82.08
2058,82.32
2064,82.56
2094,83.76
2112,84.48
2118,84.72
2124,84.96
2136,85.44
2142,85.68
2160,86.40
2196,87.84
2202,88.08
2238,89.52
2298,91.92
2316,92.64
2328,93.12
2340,93.60
2352,94.08
2412,96.48
2448,97.92
2460,98.40
2466,98.64
2490,99.60
2574,102.96
2580,103.20
2610,104.40
2670,106.80
2700,108.00
2778,111.12
2784,111.36
2790,111.60
2796,111.84
2802,112.08
2808,112.32
2814,112.56
2832,113.28
2838,113.52
2856,114.24
2880,115.20
2940,117.60
2976,119.04
3048,121.92
3090,123.60
3102,124.08
3108,124.32
3114,124.56
3120,124.80
3126,125.04
3132,125.28
3138,125.52
3144,125.76
3150,126.00
3156,126.24
3162,126.48
3168,126.72
3174,126.96
3180,127.20
3186,127.44
3192,127.68
3198,127.92
3204,128.16
3210,128.40
3216,128.64
3234,129.36
3240,129.60
3246,129.84
3252,130.08
3258,130.32
3264,130.56
3282,131.28
3288,131.52
3294,131.76
3300,132.00
3306,132.24
3312,132.48
3318,132.72
3324,132.96
3330,133.20
3342,133.68
3348,133.92
3354,134.16
3360,134.40
3372,134.88
3378,135.12
3390,135.60
