FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
42,1.68
48,1.92
54,2.16
60,2.40
66,2.64
72,2.88
78,3.12
90,3.60
96,3.84
108,4.32
114,4.56
126,5.04
138,5.52
312,12.48
378,15.12
384,15.36
390,15.60
396,15.84
402,16.08
408,16.32
414,16.56
420,16.80
426,17.04
438,17.52
444,17.76
450,18.00
468,18.72
480,19.20
516,20.64
564,22.56
570,22.80
576,23.04
600,24.00
636,25.44
690,27.60
696,27.84
720,28.80
726,29.04
738,29.52
744,29.76
750,30.00
756,30.24
762,30.48
768,30.72
774,30.96
780,31.20
792,31.68
804,32.16
810,32.40
816,32.64
822,32.88
828,33.12
834,33.36
840,33.60
846,33.84
858,34.32
864,34.56
906,36.24
912,36.48
924,36.96
930,37.20
936,37.44
942,37.68
954,38.16
966,38.64
972,38.88
984,39.36
1356,54.24
1386,55.44
1440,57.60
1446,57.84
1458,58.32
1482,59.28
1530,61.20
1548,61.92
1572,62.88
1584,63.36
1590,63.60
1650,66.00
1692,67.68
1704,68.16
1752,70.08
1770,70.80
1776,71.04
1794,71.76
1800,72.00
1866,74.64
1914,76.56
1980,79.20
2004,80.16
2010,80.40
2082,83.28
2112,84.48
2148,85.92
2190,87.60
2214,88.56
2298,91.92
2382,95.28
2418,96.72
2436,97.44
2448,97.92
2526,101.04
2532,101.28
2562,102.48
2652,106.08
2760,110.40
2790,111.60
2796,111.84
2802,112.08
2808,112.32
2820,112.80
2826,113.04
2832,113.28
2838,113.52
2844,113.76
2856,114.24
2868,114.72
2880,115.20
2892,115.68
2904,116.16
2910,116.40
2922,116.88
2934,117.36
2946,117.84
2958,118.32
2964,118.56
2970,118.80
2976,119.04
2982,119.28
2988,119.52
2994,119.76
3000,120.00
3006,120.24
3012,120.48
3018,120.72
3024,120.96
3030,121.20
3036,121.44
3042,121.68
3048,121.92
3054,122.16
3060,122.40
3066,122.64
3078,123.12
3084,123.36
3096,123.84
3108,124.32
3120,124.80
3132,125.28
3144,125.76
3162,126.48
3168,126.72
3186,127.44
3210,128.40
3216,128.64
3438,137.52
3462,138.48
3474,138.96
3528,141.12
3540,141.60
3546,141.84
3552,142.08
3564,142.56
3576,143.04
3582,143.28
3594,143.76
3606,144.24
3618,144.72
3732,149.28
