FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
30,1.20
36,1.44
42,1.68
48,1.92
60,2.40
66,2.64
72,2.88
78,3.12
84,3.36
90,3.60
96,3.84
102,4.08
108,4.32
120,4.80
150,6.00
216,8.64
294,11.76
300,12.00
306,12.24
312,12.48
318,12.72
324,12.96
330,13.20
336,13.44
342,13.68
348,13.92
354,14.16
360,14.40
396,15.84
438,17.52
480,19.20
486,19.44
492,19.68
498,19.92
516,20.64
522,20.88
528,21.12
540,21.60
558,22.32
570,22.80
582,23.28
594,23.76
600,24.00
606,24.24
612,24.48
618,24.72
630,25.20
642,25.68
684,27.36
690,27.60
702,28.08
708,28.32
714,28.56
726,29.04
732,29.28
738,29.52
744,29.76
750,30.00
756,30.24
762,30.48
768,30.72
774,30.96
786,31.44
792,31.68
798,31.92
804,32.16
810,32.40
816,32.64
822,32.88
828,33.12
834,33.36
840,33.60
846,33.84
852,34.08
858,34.32
864,34.56
870,34.80
876,35.04
882,35.28
888,35.52
894,35.76
900,36.00
906,36.24
924,36.96
930,37.20
1164,46.56
1218,48.72
1224,48.96
1236,49.44
1242,49.68
1254,50.16
1284,51.36
1290,51.60
1302,52.08
1308,52.32
1314,52.56
1320,52.80
1326,53.04
1332,53.28
1362,54.48
1374,54.96
1404,56.16
1410,56.40
1434,57.36
1482,59.28
1488,59.52
1518,60.72
1542,61.68
1554,62.16
1560,62.40
1566,62.64
1572,62.88
1578,63.12
1590,63.60
1596,63.84
1608,64.32
1614,64.56
1632,65.28
1686,67.44
1746,69.84
1806,72.24
1812,72.48
1824,72.96
1830,73.20
1848,73.92
1884,75.36
1890,75.60
1902,76.08
1908,76.32
1914,76.56
1920,76.80
1926,77.04
1938,77.52
1944,77.76
1956,78.24
1962,78.48
2034,81.36
2040,81.60
2076,83.04
2088,83.52
2154,86.16
2166,86.64
2178,87.12
2238,89.52
2298,91.92
2382,95.28
2520,100.80
2544,101.76
2568,102.72
2646,105.84
2652,106.08
2694,107.76
2700,108.00
2706,108.24
2724,108.96
2730,109.20
2736,109.44
2742,109.68
2748,109.92
2772,110.88
2778,111.12
2784,111.36
2790,111.60
2796,111.84
2820,112.80
2826,113.04
2832,113.28
2838,113.52
2844,113.76
2850,114.00
2856,114.24
2880,115.20
