FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
30,1.20
36,1.44
48,1.92
54,2.16
60,2.40
66,2.64
78,3.12
84,3.36
90,3.60
120,4.80
132,5.28
246,9.84
288,11.52
294,11.76
300,12.00
306,12.24
312,12.48
318,12.72
324,12.96
330,13.20
336,13.44
342,13.68
354,14.16
360,14.40
366,14.64
396,15.84
438,17.52
444,17.76
450,18.00
456,18.24
462,18.48
468,18.72
474,18.96
480,19.20
486,19.44
492,19.68
510,20.40
522,20.88
528,21.12
534,21.36
552,22.08
564,22.56
570,22.80
576,23.04
588,23.52
594,23.76
606,24.24
612,24.48
648,25.92
690,27.60
708,28.32
714,28.56
726,29.04
732,29.28
738,29.52
744,29.76
750,30.00
756,30.24
762,30.48
768,30.72
774,30.96
780,31.20
816,32.64
822,32.88
828,33.12
834,33.36
846,33.84
852,34.08
858,34.32
864,34.56
870,34.80
876,35.04
882,35.28
888,35.52
894,35.76
900,36.00
906,36.24
912,36.48
930,37.20
1176,47.04
1182,47.28
1188,47.52
1194,47.76
1200,48.00
1206,48.24
1212,48.48
1230,49.20
1242,49.68
1248,49.92
1284,51.36
1320,52.80
1398,55.92
1404,56.16
1410,56.40
1416,56.64
1464,58.56
1524,60.96
1590,63.60
1608,64.32
1614,64.56
1662,66.48
1680,67.20
1686,67.44
1692,67.68
1698,67.92
1704,68.16
1710,68.40
1716,68.64
1722,68.88
1734,69.36
1740,69.60
1746,69.84
1758,70.32
1788,71.52
1818,72.72
1830,73.20
1848,73.92
1854,74.16
1866,74.64
1884,75.36
1908,76.32
1914,76.56
1920,76.80
1926,77.04
1932,77.28
1938,77.52
1944,77.76
1950,78.00
1956,78.24
1962,78.48
1968,78.72
1974,78.96
2004,80.16
2274,90.96
2322,92.88
2358,94.32
2388,95.52
2412,96.48
2442,97.68
2472,98.88
2484,99.36
2526,101.04
2538,101.52
2610,104.40
2616,104.64
2640,105.60
2652,106.08
2658,106.32
2664,106.56
2670,106.80
2676,107.04
2682,107.28
2688,107.52
2694,107.76
2700,108.00
2706,108.24
2712,108.48
2718,108.72
2724,108.96
2730,109.20
2736,109.44
2742,109.68
2748,109.92
2832,113.28
2898,115.92
2970,118.80
2982,119.28
2994,119.76
3012,120.48
3018,120.72
3024,120.96
