FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
24,0.96
42,1.68
48,1.92
54,2.16
60,2.40
66,2.64
72,2.88
78,3.12
84,3.36
90,3.60
96,3.84
114,4.56
126,5.04
138,5.52
276,11.04
354,14.16
360,14.40
366,14.64
372,14.88
378,15.12
384,15.36
390,15.60
396,15.84
402,16.08
414,16.56
420,16.80
444,17.76
450,18.00
456,18.24
462,18.48
468,18.72
474,18.96
504,20.16
540,21.60
546,21.84
570,22.80
600,24.00
630,25.20
660,26.40
666,26.64
672,26.88
684,27.36
696,27.84
726,29.04
732,29.28
744,29.76
750,30.00
756,30.24
786,31.44
792,31.68
798,31.92
822,32.88
834,33.36
846,33.84
852,34.08
888,35.52
900,36.00
906,36.24
924,36.96
930,37.20
936,37.44
942,37.68
948,37.92
954,38.16
960,38.40
966,38.64
984,39.36
990,39.60
996,39.84
1140,45.60
1194,47.76
1374,54.96
1464,58.56
1488,59.52
1494,59.76
1500,60.00
1506,60.24
1512,60.48
1518,60.72
1524,60.96
1560,62.40
1566,62.64
1572,62.88
1578,63.12
1584,63.36
1590,63.60
1596,63.84
1608,64.32
1632,65.28
1674,66.96
1692,67.68
1704,68.16
1710,68.40
1740,69.60
1746,69.84
1764,70.56
1776,71.04
1788,71.52
1800,72.00
1806,72.24
1818,72.72
1830,73.20
1836,73.44
1848,73.92
1896,75.84
1908,76.32
1926,77.04
1950,78.00
1956,78.24
1974,78.96
1992,79.68
2004,80.16
2010,80.40
2034,81.36
2052,82.08
2070,82.80
2076,83.04
2082,83.28
2094,83.76
2106,84.24
2112,84.48
2118,84.72
2148,85.92
2268,90.72
2304,92.16
2316,92.64
2322,92.88
2328,93.12
2334,93.36
2340,93.60
2346,93.84
2352,94.08
2358,94.32
2370,94.80
2418,96.72
2430,97.20
2442,97.68
2490,99.60
2556,102.24
2562,102.48
2568,102.72
2574,102.96
2580,103.20
2586,103.44
2592,103.68
2598,103.92
2604,104.16
2610,104.40
2616,104.64
2622,104.88
2628,105.12
2634,105.36
2640,105.60
2646,105.84
2652,106.08
2658,106.32
2700,108.00
2718,108.72
2730,109.20
2742,109.68
2796,111.84
2814,112.56
2820,112.80
2826,113.04
2832,113.28
2838,113.52
2844,113.76
2850,114.00
2856,114.24
2862,114.48
2898,115.92
