FrameID,Seconds
0,0.00
6,0.24
12,0.48
18,0.72
30,1.20
36,1.44
42,1.68
48,1.92
54,2.16
78,3.12
90,3.60
96,3.84
102,4.08
108,4.32
120,4.80
126,5.04
138,5.52
150,6.00
162,6.48
300,12.00
372,14.88
426,17.04
432,17.28
438,17.52
444,17.76
450,18.00
456,18.24
462,18.48
468,18.72
474,18.96
480,19.20
486,19.44
492,19.68
498,19.92
516,20.64
546,21.84
564,22.56
576,23.04
612,24.48
618,24.72
624,24.96
630,25.20
636,25.44
642,25.68
648,25.92
654,26.16
660,26.40
666,26.64
672,26.88
708,28.32
738,29.52
744,29.76
750,30.00
756,30.24
762,30.48
768,30.72
798,31.92
870,34.80
876,35.04
888,35.52
894,35.76
906,36.24
924,36.96
930,37.20
936,37.44
990,39.60
1062,42.48
1134,45.36
1278,51.12
1326,53.04
1332,53.28
1374,54.96
1452,58.08
1482,59.28
1506,60.24
1512,60.48
1632,65.28
1704,68.16
1728,69.12
1752,70.08
1776,71.04
1788,71.52
1860,74.40
1890,75.60
1902,76.08
1926,77.04
1932,77.28
1968,78.72
2016,80.64
2022,80.88
2028,81.12
2034,81.36
2040,81.60
2052,82.08
2070,82.80
2076,83.04
2088,83.52
2094,83.76
2124,84.96
2178,87.12
2184,87.36
2190,87.60
2208,88.32
2232,89.28
2256,90.24
2286,91.44
2304,92.16
2358,94.32
2400,96.00
2418,96.72
2436,97.44
2442,97.68
2466,98.64
2496,99.84
2526,101.04
2586,103.44
2592,103.68
2652,106.08
2670,106.80
2712,108.48
2748,109.92
2808,112.32
2988,119.52
3114,124.56
3156,126.24
3216,128.64
3258,130.32
3324,132.96
3366,134.64
3378,135.12
3396,135.84
3408,136.32
3438,137.52
3444,137.76
3456,138.24
3468,138.72
3480,139.20
3546,141.84
3606,144.24
3654,146.16
3678,147.12
3702,148.08
3732,149.28
3774,150.96
3822,152.88
3882,155.28
3906,156.24
3930,157.20
3990,159.60
4020,160.80
4032,161.28
4110,164.40
4128,165.12
4140,165.60
4170,166.80
4188,167.52
4236,169.44
4242,169.68
4248,169.92
4308,172.32
4374,174.96
4416,176.64
4524,180.96
4530,181.20
4536,181.44
4584,183.36
4632,185.28
4692,187.68
4890,195.60
4902,196.08
4914,196.56
4950,198.00
4974,198.96
5076,203.04
